Entity,Code,Year,Which countries include the inactivated polio vaccine (IPV) in their national vaccination programs?
Malawi,MWI,2009,Not routinely administered
Malawi,MWI,2010,Not routinely administered
Malawi,MWI,2011,Not routinely administered
Malawi,MWI,2012,Not routinely administered
Malawi,MWI,2013,Not routinely administered
Malawi,MWI,2014,Not routinely administered
Malawi,MWI,2015,Not routinely administered
Malawi,MWI,2016,Not routinely administered
Malawi,MWI,2017,Not routinely administered
Malawi,MWI,2018,Entire country
Malawi,MWI,2019,Entire country
Malawi,MWI,2020,Entire country
Malawi,MWI,2021,Entire country
Malawi,MWI,2022,Entire country
Malawi,MWI,2023,Entire country
Malawi,MWI,2024,Entire country
Malaysia,MYS,1955,Not routinely administered
Malaysia,MYS,1956,Not routinely administered
Malaysia,MYS,1957,Not routinely administered
Malaysia,MYS,1958,Not routinely administered
Malaysia,MYS,1959,Not routinely administered
Malaysia,MYS,1960,Not routinely administered
Malaysia,MYS,1961,Not routinely administered
Malaysia,MYS,1962,Not routinely administered
Malaysia,MYS,1963,Not routinely administered
Malaysia,MYS,1964,Not routinely administered
Malaysia,MYS,1965,Not routinely administered
Malaysia,MYS,1966,Not routinely administered
Malaysia,MYS,1967,Not routinely administered
Malaysia,MYS,1968,Not routinely administered
Malaysia,MYS,1969,Not routinely administered
Malaysia,MYS,1970,Not routinely administered
Malaysia,MYS,1971,Not routinely administered
Malaysia,MYS,1972,Not routinely administered
Malaysia,MYS,1973,Not routinely administered
Malaysia,MYS,1974,Not routinely administered
Malaysia,MYS,1975,Not routinely administered
Malaysia,MYS,1976,Not routinely administered
Malaysia,MYS,1977,Not routinely administered
Malaysia,MYS,1978,Not routinely administered
Malaysia,MYS,1979,Not routinely administered
Malaysia,MYS,1980,Not routinely administered
Malaysia,MYS,1981,Not routinely administered
Malaysia,MYS,1982,Not routinely administered
Malaysia,MYS,1983,Not routinely administered
Malaysia,MYS,1984,Not routinely administered
Malaysia,MYS,1985,Not routinely administered
Malaysia,MYS,1986,Not routinely administered
Malaysia,MYS,1987,Not routinely administered
Malaysia,MYS,1988,Not routinely administered
Malaysia,MYS,1989,Not routinely administered
Malaysia,MYS,1990,Not routinely administered
Malaysia,MYS,1991,Not routinely administered
Malaysia,MYS,1992,Not routinely administered
Malaysia,MYS,1993,Not routinely administered
Malaysia,MYS,1994,Not routinely administered
Malaysia,MYS,1995,Not routinely administered
Malaysia,MYS,1996,Not routinely administered
Malaysia,MYS,1997,Not routinely administered
Malaysia,MYS,1998,Not routinely administered
Malaysia,MYS,1999,Not routinely administered
Malaysia,MYS,2000,Not routinely administered
Malaysia,MYS,2001,Not routinely administered
Malaysia,MYS,2002,Not routinely administered
Malaysia,MYS,2003,Not routinely administered
Malaysia,MYS,2004,Not routinely administered
Malaysia,MYS,2005,Not routinely administered
Malaysia,MYS,2006,Not routinely administered
Malaysia,MYS,2007,Not routinely administered
Malaysia,MYS,2008,Not routinely administered
Malaysia,MYS,2009,Entire country
Malaysia,MYS,2010,Entire country
Malaysia,MYS,2011,Entire country
Malaysia,MYS,2012,Entire country
Malaysia,MYS,2013,Entire country
Malaysia,MYS,2014,Entire country
Malaysia,MYS,2015,Entire country
Malaysia,MYS,2016,Entire country
Malaysia,MYS,2017,Entire country
Malaysia,MYS,2018,Entire country
Malaysia,MYS,2019,Entire country
Malaysia,MYS,2020,Entire country
Malaysia,MYS,2021,Entire country
Malaysia,MYS,2022,Entire country
Malaysia,MYS,2023,Entire country
Malaysia,MYS,2024,Entire country
Maldives,MDV,1955,Not routinely administered
Maldives,MDV,1956,Not routinely administered
Maldives,MDV,1957,Not routinely administered
Maldives,MDV,1958,Not routinely administered
Maldives,MDV,1959,Not routinely administered
Maldives,MDV,1960,Not routinely administered
Maldives,MDV,1961,Not routinely administered
Maldives,MDV,1962,Not routinely administered
Maldives,MDV,1963,Not routinely administered
Maldives,MDV,1964,Not routinely administered
Maldives,MDV,1965,Not routinely administered
Maldives,MDV,1966,Not routinely administered
Maldives,MDV,1967,Not routinely administered
Maldives,MDV,1968,Not routinely administered
Maldives,MDV,1969,Not routinely administered
Maldives,MDV,1970,Not routinely administered
Maldives,MDV,1971,Not routinely administered
Maldives,MDV,1972,Not routinely administered
Maldives,MDV,1973,Not routinely administered
Maldives,MDV,1974,Not routinely administered
Maldives,MDV,1975,Not routinely administered
Maldives,MDV,1976,Not routinely administered
Maldives,MDV,1977,Not routinely administered
Maldives,MDV,1978,Not routinely administered
Maldives,MDV,1979,Not routinely administered
Maldives,MDV,1980,Not routinely administered
Maldives,MDV,1981,Not routinely administered
Maldives,MDV,1982,Not routinely administered
Maldives,MDV,1983,Not routinely administered
Maldives,MDV,1984,Not routinely administered
Maldives,MDV,1985,Not routinely administered
Maldives,MDV,1986,Not routinely administered
Maldives,MDV,1987,Not routinely administered
Maldives,MDV,1988,Not routinely administered
Maldives,MDV,1989,Not routinely administered
Maldives,MDV,1990,Not routinely administered
Maldives,MDV,1991,Not routinely administered
Maldives,MDV,1992,Not routinely administered
Maldives,MDV,1993,Not routinely administered
Maldives,MDV,1994,Not routinely administered
Maldives,MDV,1995,Not routinely administered
Maldives,MDV,1996,Not routinely administered
Maldives,MDV,1997,Not routinely administered
Maldives,MDV,1998,Not routinely administered
Maldives,MDV,1999,Not routinely administered
Maldives,MDV,2000,Not routinely administered
Maldives,MDV,2001,Not routinely administered
Maldives,MDV,2002,Not routinely administered
Maldives,MDV,2003,Not routinely administered
Maldives,MDV,2004,Not routinely administered
Maldives,MDV,2005,Not routinely administered
Maldives,MDV,2006,Not routinely administered
Maldives,MDV,2007,Not routinely administered
Maldives,MDV,2008,Not routinely administered
Maldives,MDV,2009,Not routinely administered
Maldives,MDV,2010,Not routinely administered
Maldives,MDV,2011,Not routinely administered
Maldives,MDV,2012,Not routinely administered
Maldives,MDV,2013,Not routinely administered
Maldives,MDV,2014,Not routinely administered
Maldives,MDV,2015,Entire country
Maldives,MDV,2016,Entire country
Maldives,MDV,2017,Entire country
Maldives,MDV,2018,Entire country
Maldives,MDV,2019,Entire country
Maldives,MDV,2020,Entire country
Maldives,MDV,2021,Entire country
Maldives,MDV,2022,Entire country
Maldives,MDV,2023,Entire country
Maldives,MDV,2024,Entire country
Mali,MLI,1955,Not routinely administered
Mali,MLI,1956,Not routinely administered
Mali,MLI,1957,Not routinely administered
Mali,MLI,1958,Not routinely administered
Mali,MLI,1959,Not routinely administered
Mali,MLI,1960,Not routinely administered
Mali,MLI,1961,Not routinely administered
Mali,MLI,1962,Not routinely administered
Mali,MLI,1963,Not routinely administered
Mali,MLI,1964,Not routinely administered
Mali,MLI,1965,Not routinely administered
Mali,MLI,1966,Not routinely administered
Mali,MLI,1967,Not routinely administered
Mali,MLI,1968,Not routinely administered
Mali,MLI,1969,Not routinely administered
Mali,MLI,1970,Not routinely administered
Mali,MLI,1971,Not routinely administered
Mali,MLI,1972,Not routinely administered
Mali,MLI,1973,Not routinely administered
Mali,MLI,1974,Not routinely administered
Mali,MLI,1975,Not routinely administered
Mali,MLI,1976,Not routinely administered
Mali,MLI,1977,Not routinely administered
Mali,MLI,1978,Not routinely administered
Mali,MLI,1979,Not routinely administered
Mali,MLI,1980,Not routinely administered
Mali,MLI,1981,Not routinely administered
Mali,MLI,1982,Not routinely administered
Mali,MLI,1983,Not routinely administered
Mali,MLI,1984,Not routinely administered
Mali,MLI,1985,Not routinely administered
Mali,MLI,1986,Not routinely administered
Mali,MLI,1987,Not routinely administered
Mali,MLI,1988,Not routinely administered
Mali,MLI,1989,Not routinely administered
Mali,MLI,1990,Not routinely administered
Mali,MLI,1991,Not routinely administered
Mali,MLI,1992,Not routinely administered
Mali,MLI,1993,Not routinely administered
Mali,MLI,1994,Not routinely administered
Mali,MLI,1995,Not routinely administered
Mali,MLI,1996,Not routinely administered
Mali,MLI,1997,Not routinely administered
Mali,MLI,1998,Not routinely administered
Mali,MLI,1999,Not routinely administered
Mali,MLI,2000,Not routinely administered
Mali,MLI,2001,Not routinely administered
Mali,MLI,2002,Not routinely administered
Mali,MLI,2003,Not routinely administered
Mali,MLI,2004,Not routinely administered
Mali,MLI,2005,Not routinely administered
Mali,MLI,2006,Not routinely administered
Mali,MLI,2007,Not routinely administered
Mali,MLI,2008,Not routinely administered
Mali,MLI,2009,Not routinely administered
Mali,MLI,2010,Not routinely administered
Mali,MLI,2011,Not routinely administered
Mali,MLI,2012,Not routinely administered
Mali,MLI,2013,Not routinely administered
Mali,MLI,2014,Not routinely administered
Mali,MLI,2015,Not routinely administered
Mali,MLI,2016,Entire country
Mali,MLI,2017,Entire country
Mali,MLI,2018,Entire country
Mali,MLI,2019,Entire country
Mali,MLI,2020,Entire country
Mali,MLI,2021,Entire country
Mali,MLI,2022,Entire country
Mali,MLI,2023,Entire country
Mali,MLI,2024,Entire country
Malta,MLT,1955,Not routinely administered
Malta,MLT,1956,Not routinely administered
Malta,MLT,1957,Not routinely administered
Malta,MLT,1958,Not routinely administered
Malta,MLT,1959,Not routinely administered
Malta,MLT,1960,Not routinely administered
Malta,MLT,1961,Not routinely administered
Malta,MLT,1962,Not routinely administered
Malta,MLT,1963,Not routinely administered
Malta,MLT,1964,Not routinely administered
Malta,MLT,1965,Not routinely administered
Malta,MLT,1966,Not routinely administered
Malta,MLT,1967,Not routinely administered
Malta,MLT,1968,Not routinely administered
Malta,MLT,1969,Not routinely administered
Malta,MLT,1970,Not routinely administered
Malta,MLT,1971,Not routinely administered
Malta,MLT,1972,Not routinely administered
Malta,MLT,1973,Not routinely administered
Malta,MLT,1974,Not routinely administered
Malta,MLT,1975,Not routinely administered
Malta,MLT,1976,Not routinely administered
Malta,MLT,1977,Not routinely administered
Malta,MLT,1978,Not routinely administered
Malta,MLT,1979,Not routinely administered
Malta,MLT,1980,Not routinely administered
Malta,MLT,1981,Not routinely administered
Malta,MLT,1982,Not routinely administered
Malta,MLT,1983,Not routinely administered
Malta,MLT,1984,Not routinely administered
Malta,MLT,1985,Not routinely administered
Malta,MLT,1986,Not routinely administered
Malta,MLT,1987,Not routinely administered
Malta,MLT,1988,Not routinely administered
Malta,MLT,1989,Not routinely administered
Malta,MLT,1990,Not routinely administered
Malta,MLT,1991,Not routinely administered
Malta,MLT,1992,Not routinely administered
Malta,MLT,1993,Not routinely administered
Malta,MLT,1994,Not routinely administered
Malta,MLT,1995,Not routinely administered
Malta,MLT,1996,Not routinely administered
Malta,MLT,1997,Not routinely administered
Malta,MLT,1998,Not routinely administered
Malta,MLT,1999,Not routinely administered
Malta,MLT,2000,Not routinely administered
Malta,MLT,2001,Not routinely administered
Malta,MLT,2002,Not routinely administered
Malta,MLT,2003,Not routinely administered
Malta,MLT,2004,Not routinely administered
Malta,MLT,2005,Not routinely administered
Malta,MLT,2006,Not routinely administered
Malta,MLT,2007,Not routinely administered
Malta,MLT,2008,Not routinely administered
Malta,MLT,2009,Not routinely administered
Malta,MLT,2010,Entire country
Malta,MLT,2011,Entire country
Malta,MLT,2012,Entire country
Malta,MLT,2013,Entire country
Malta,MLT,2014,Entire country
Malta,MLT,2015,Entire country
Malta,MLT,2016,Entire country
Malta,MLT,2017,Entire country
Malta,MLT,2018,Entire country
Malta,MLT,2019,Entire country
Malta,MLT,2020,Entire country
Malta,MLT,2021,Entire country
Malta,MLT,2022,Entire country
Malta,MLT,2023,Entire country
Malta,MLT,2024,Entire country
Marshall Islands,MHL,1955,Not routinely administered
Marshall Islands,MHL,1956,Not routinely administered
Marshall Islands,MHL,1957,Not routinely administered
Marshall Islands,MHL,1958,Not routinely administered
Marshall Islands,MHL,1959,Not routinely administered
Marshall Islands,MHL,1960,Not routinely administered
Marshall Islands,MHL,1961,Not routinely administered
Marshall Islands,MHL,1962,Not routinely administered
Marshall Islands,MHL,1963,Not routinely administered
Marshall Islands,MHL,1964,Not routinely administered
Marshall Islands,MHL,1965,Not routinely administered
Marshall Islands,MHL,1966,Not routinely administered
Marshall Islands,MHL,1967,Not routinely administered
Marshall Islands,MHL,1968,Not routinely administered
Marshall Islands,MHL,1969,Not routinely administered
Marshall Islands,MHL,1970,Not routinely administered
Marshall Islands,MHL,1971,Not routinely administered
Marshall Islands,MHL,1972,Not routinely administered
Marshall Islands,MHL,1973,Not routinely administered
Marshall Islands,MHL,1974,Not routinely administered
Marshall Islands,MHL,1975,Not routinely administered
Marshall Islands,MHL,1976,Not routinely administered
Marshall Islands,MHL,1977,Not routinely administered
Marshall Islands,MHL,1978,Not routinely administered
Marshall Islands,MHL,1979,Not routinely administered
Marshall Islands,MHL,1980,Not routinely administered
Marshall Islands,MHL,1981,Not routinely administered
Marshall Islands,MHL,1982,Not routinely administered
Marshall Islands,MHL,1983,Not routinely administered
Marshall Islands,MHL,1984,Not routinely administered
Marshall Islands,MHL,1985,Not routinely administered
Marshall Islands,MHL,1986,Not routinely administered
Marshall Islands,MHL,1987,Not routinely administered
Marshall Islands,MHL,1988,Not routinely administered
Marshall Islands,MHL,1989,Not routinely administered
Marshall Islands,MHL,1990,Not routinely administered
Marshall Islands,MHL,1991,Not routinely administered
Marshall Islands,MHL,1992,Not routinely administered
Marshall Islands,MHL,1993,Not routinely administered
Marshall Islands,MHL,1994,Not routinely administered
Marshall Islands,MHL,1995,Not routinely administered
Marshall Islands,MHL,1996,Not routinely administered
Marshall Islands,MHL,1997,Not routinely administered
Marshall Islands,MHL,1998,Not routinely administered
Marshall Islands,MHL,1999,Not routinely administered
Marshall Islands,MHL,2000,Not routinely administered
Marshall Islands,MHL,2001,Not routinely administered
Marshall Islands,MHL,2002,Not routinely administered
Marshall Islands,MHL,2003,Not routinely administered
Marshall Islands,MHL,2004,Not routinely administered
Marshall Islands,MHL,2005,Not routinely administered
Marshall Islands,MHL,2006,Not routinely administered
Marshall Islands,MHL,2007,Not routinely administered
Marshall Islands,MHL,2008,Not routinely administered
Marshall Islands,MHL,2009,Not routinely administered
Marshall Islands,MHL,2010,Entire country
Marshall Islands,MHL,2011,Entire country
Marshall Islands,MHL,2012,Entire country
Marshall Islands,MHL,2013,Entire country
Marshall Islands,MHL,2014,Entire country
Marshall Islands,MHL,2015,Entire country
Marshall Islands,MHL,2016,Entire country
Marshall Islands,MHL,2017,Entire country
Marshall Islands,MHL,2018,Entire country
Marshall Islands,MHL,2019,Entire country
Marshall Islands,MHL,2020,Entire country
Marshall Islands,MHL,2021,Entire country
Marshall Islands,MHL,2022,Entire country
Marshall Islands,MHL,2023,Entire country
Marshall Islands,MHL,2024,Entire country
Mauritania,MRT,1955,Not routinely administered
Mauritania,MRT,1956,Not routinely administered
Mauritania,MRT,1957,Not routinely administered
Mauritania,MRT,1958,Not routinely administered
Mauritania,MRT,1959,Not routinely administered
Mauritania,MRT,1960,Not routinely administered
Mauritania,MRT,1961,Not routinely administered
Mauritania,MRT,1962,Not routinely administered
Mauritania,MRT,1963,Not routinely administered
Mauritania,MRT,1964,Not routinely administered
Mauritania,MRT,1965,Not routinely administered
Mauritania,MRT,1966,Not routinely administered
Mauritania,MRT,1967,Not routinely administered
Mauritania,MRT,1968,Not routinely administered
Mauritania,MRT,1969,Not routinely administered
Mauritania,MRT,1970,Not routinely administered
Mauritania,MRT,1971,Not routinely administered
Mauritania,MRT,1972,Not routinely administered
Mauritania,MRT,1973,Not routinely administered
Mauritania,MRT,1974,Not routinely administered
Mauritania,MRT,1975,Not routinely administered
Mauritania,MRT,1976,Not routinely administered
Mauritania,MRT,1977,Not routinely administered
Mauritania,MRT,1978,Not routinely administered
Mauritania,MRT,1979,Not routinely administered
Mauritania,MRT,1980,Not routinely administered
Mauritania,MRT,1981,Not routinely administered
Mauritania,MRT,1982,Not routinely administered
Mauritania,MRT,1983,Not routinely administered
Mauritania,MRT,1984,Not routinely administered
Mauritania,MRT,1985,Not routinely administered
Mauritania,MRT,1986,Not routinely administered
Mauritania,MRT,1987,Not routinely administered
Mauritania,MRT,1988,Not routinely administered
Mauritania,MRT,1989,Not routinely administered
Mauritania,MRT,1990,Not routinely administered
Mauritania,MRT,1991,Not routinely administered
Mauritania,MRT,1992,Not routinely administered
Mauritania,MRT,1993,Not routinely administered
Mauritania,MRT,1994,Not routinely administered
Mauritania,MRT,1995,Not routinely administered
Mauritania,MRT,1996,Not routinely administered
Mauritania,MRT,1997,Not routinely administered
Mauritania,MRT,1998,Not routinely administered
Mauritania,MRT,1999,Not routinely administered
Mauritania,MRT,2000,Not routinely administered
Mauritania,MRT,2001,Not routinely administered
Mauritania,MRT,2002,Not routinely administered
Mauritania,MRT,2003,Not routinely administered
Mauritania,MRT,2004,Not routinely administered
Mauritania,MRT,2005,Not routinely administered
Mauritania,MRT,2006,Not routinely administered
Mauritania,MRT,2007,Not routinely administered
Mauritania,MRT,2008,Not routinely administered
Mauritania,MRT,2009,Not routinely administered
Mauritania,MRT,2010,Not routinely administered
Mauritania,MRT,2011,Not routinely administered
Mauritania,MRT,2012,Not routinely administered
Mauritania,MRT,2013,Not routinely administered
Mauritania,MRT,2014,Not routinely administered
Mauritania,MRT,2015,Entire country
Mauritania,MRT,2016,Entire country
Mauritania,MRT,2017,Entire country
Mauritania,MRT,2018,Entire country
Mauritania,MRT,2019,Entire country
Mauritania,MRT,2020,Entire country
Mauritania,MRT,2021,Entire country
Mauritania,MRT,2022,Entire country
Mauritania,MRT,2023,Entire country
Mauritania,MRT,2024,Entire country
Mauritius,MUS,1955,Not routinely administered
Mauritius,MUS,1956,Not routinely administered
Mauritius,MUS,1957,Not routinely administered
Mauritius,MUS,1958,Not routinely administered
Mauritius,MUS,1959,Not routinely administered
Mauritius,MUS,1960,Not routinely administered
Mauritius,MUS,1961,Not routinely administered
Mauritius,MUS,1962,Not routinely administered
Mauritius,MUS,1963,Not routinely administered
Mauritius,MUS,1964,Not routinely administered
Mauritius,MUS,1965,Not routinely administered
Mauritius,MUS,1966,Not routinely administered
Mauritius,MUS,1967,Not routinely administered
Mauritius,MUS,1968,Not routinely administered
Mauritius,MUS,1969,Not routinely administered
Mauritius,MUS,1970,Not routinely administered
Mauritius,MUS,1971,Not routinely administered
Mauritius,MUS,1972,Not routinely administered
Mauritius,MUS,1973,Not routinely administered
Mauritius,MUS,1974,Not routinely administered
Mauritius,MUS,1975,Not routinely administered
Mauritius,MUS,1976,Not routinely administered
Mauritius,MUS,1977,Not routinely administered
Mauritius,MUS,1978,Not routinely administered
Mauritius,MUS,1979,Not routinely administered
Mauritius,MUS,1980,Not routinely administered
Mauritius,MUS,1981,Not routinely administered
Mauritius,MUS,1982,Not routinely administered
Mauritius,MUS,1983,Not routinely administered
Mauritius,MUS,1984,Not routinely administered
Mauritius,MUS,1985,Not routinely administered
Mauritius,MUS,1986,Not routinely administered
Mauritius,MUS,1987,Not routinely administered
Mauritius,MUS,1988,Not routinely administered
Mauritius,MUS,1989,Not routinely administered
Mauritius,MUS,1990,Not routinely administered
Mauritius,MUS,1991,Not routinely administered
Mauritius,MUS,1992,Not routinely administered
Mauritius,MUS,1993,Not routinely administered
Mauritius,MUS,1994,Not routinely administered
Mauritius,MUS,1995,Not routinely administered
Mauritius,MUS,1996,Not routinely administered
Mauritius,MUS,1997,Not routinely administered
Mauritius,MUS,1998,Not routinely administered
Mauritius,MUS,1999,Not routinely administered
Mauritius,MUS,2000,Not routinely administered
Mauritius,MUS,2001,Not routinely administered
Mauritius,MUS,2002,Not routinely administered
Mauritius,MUS,2003,Not routinely administered
Mauritius,MUS,2004,Not routinely administered
Mauritius,MUS,2005,Not routinely administered
Mauritius,MUS,2006,Not routinely administered
Mauritius,MUS,2007,Not routinely administered
Mauritius,MUS,2008,Not routinely administered
Mauritius,MUS,2009,Not routinely administered
Mauritius,MUS,2010,Not routinely administered
Mauritius,MUS,2011,Not routinely administered
Mauritius,MUS,2012,Not routinely administered
Mauritius,MUS,2013,Not routinely administered
Mauritius,MUS,2014,Not routinely administered
Mauritius,MUS,2015,Entire country
Mauritius,MUS,2016,Entire country
Mauritius,MUS,2017,Entire country
Mauritius,MUS,2018,Entire country
Mauritius,MUS,2019,Entire country
Mauritius,MUS,2020,Entire country
Mauritius,MUS,2021,Entire country
Mauritius,MUS,2022,Entire country
Mauritius,MUS,2023,Entire country
Mauritius,MUS,2024,Entire country
Mexico,MEX,1955,Not routinely administered
Mexico,MEX,1956,Not routinely administered
Mexico,MEX,1957,Not routinely administered
Mexico,MEX,1958,Not routinely administered
Mexico,MEX,1959,Not routinely administered
Mexico,MEX,1960,Not routinely administered
Mexico,MEX,1961,Not routinely administered
Mexico,MEX,1962,Not routinely administered
Mexico,MEX,1963,Not routinely administered
Mexico,MEX,1964,Not routinely administered
Mexico,MEX,1965,Not routinely administered
Mexico,MEX,1966,Not routinely administered
Mexico,MEX,1967,Not routinely administered
Mexico,MEX,1968,Not routinely administered
Mexico,MEX,1969,Not routinely administered
Mexico,MEX,1970,Not routinely administered
Mexico,MEX,1971,Not routinely administered
Mexico,MEX,1972,Not routinely administered
Mexico,MEX,1973,Not routinely administered
Mexico,MEX,1974,Not routinely administered
Mexico,MEX,1975,Not routinely administered
Mexico,MEX,1976,Not routinely administered
Mexico,MEX,1977,Not routinely administered
Mexico,MEX,1978,Not routinely administered
Mexico,MEX,1979,Not routinely administered
Mexico,MEX,1980,Not routinely administered
Mexico,MEX,1981,Not routinely administered
Mexico,MEX,1982,Not routinely administered
Mexico,MEX,1983,Not routinely administered
Mexico,MEX,1984,Not routinely administered
Mexico,MEX,1985,Not routinely administered
Mexico,MEX,1986,Not routinely administered
Mexico,MEX,1987,Not routinely administered
Mexico,MEX,1988,Not routinely administered
Mexico,MEX,1989,Not routinely administered
Mexico,MEX,1990,Not routinely administered
Mexico,MEX,1991,Not routinely administered
Mexico,MEX,1992,Not routinely administered
Mexico,MEX,1993,Not routinely administered
Mexico,MEX,1994,Not routinely administered
Mexico,MEX,1995,Not routinely administered
Mexico,MEX,1996,Not routinely administered
Mexico,MEX,1997,Not routinely administered
Mexico,MEX,1998,Not routinely administered
Mexico,MEX,1999,Not routinely administered
Mexico,MEX,2000,Not routinely administered
Mexico,MEX,2001,Not routinely administered
Mexico,MEX,2002,Not routinely administered
Mexico,MEX,2003,Not routinely administered
Mexico,MEX,2004,Not routinely administered
Mexico,MEX,2005,Not routinely administered
Mexico,MEX,2006,Not routinely administered
Mexico,MEX,2007,Not routinely administered
Mexico,MEX,2008,Entire country
Mexico,MEX,2009,Entire country
Mexico,MEX,2010,Entire country
Mexico,MEX,2011,Entire country
Mexico,MEX,2012,Entire country
Mexico,MEX,2013,Entire country
Mexico,MEX,2014,Entire country
Mexico,MEX,2015,Entire country
Mexico,MEX,2016,Entire country
Mexico,MEX,2017,Entire country
Mexico,MEX,2018,Entire country
Mexico,MEX,2019,Entire country
Mexico,MEX,2020,Entire country
Mexico,MEX,2021,Entire country
Mexico,MEX,2022,Entire country
Mexico,MEX,2023,Entire country
Mexico,MEX,2024,Entire country
Micronesia (country),FSM,1987,Not routinely administered
Micronesia (country),FSM,1988,Not routinely administered
Micronesia (country),FSM,1989,Not routinely administered
Micronesia (country),FSM,1990,Not routinely administered
Micronesia (country),FSM,1991,Not routinely administered
Micronesia (country),FSM,1992,Not routinely administered
Micronesia (country),FSM,1993,Not routinely administered
Micronesia (country),FSM,1994,Not routinely administered
Micronesia (country),FSM,1995,Not routinely administered
Micronesia (country),FSM,1996,Not routinely administered
Micronesia (country),FSM,1997,Not routinely administered
Micronesia (country),FSM,1998,Not routinely administered
Micronesia (country),FSM,1999,Not routinely administered
Micronesia (country),FSM,2000,Not routinely administered
Micronesia (country),FSM,2001,Not routinely administered
Micronesia (country),FSM,2002,Not routinely administered
Micronesia (country),FSM,2003,Not routinely administered
Micronesia (country),FSM,2004,Not routinely administered
Micronesia (country),FSM,2005,Not routinely administered
Micronesia (country),FSM,2006,Not routinely administered
Micronesia (country),FSM,2007,Not routinely administered
Micronesia (country),FSM,2008,Not routinely administered
Micronesia (country),FSM,2009,Not routinely administered
Micronesia (country),FSM,2010,Not routinely administered
Micronesia (country),FSM,2011,Not routinely administered
Micronesia (country),FSM,2012,Not routinely administered
Micronesia (country),FSM,2013,Entire country
Micronesia (country),FSM,2014,Entire country
Micronesia (country),FSM,2015,Entire country
Micronesia (country),FSM,2016,Entire country
Micronesia (country),FSM,2017,Entire country
Micronesia (country),FSM,2018,Entire country
Micronesia (country),FSM,2019,Entire country
Micronesia (country),FSM,2020,Entire country
Micronesia (country),FSM,2021,Entire country
Micronesia (country),FSM,2022,Entire country
Micronesia (country),FSM,2023,Entire country
Micronesia (country),FSM,2024,Entire country
Moldova,MDA,1991,Not routinely administered
Moldova,MDA,1992,Not routinely administered
Moldova,MDA,1993,Not routinely administered
Moldova,MDA,1994,Not routinely administered
Moldova,MDA,1995,Not routinely administered
Moldova,MDA,1996,Not routinely administered
Moldova,MDA,1997,Not routinely administered
Moldova,MDA,1998,Not routinely administered
Moldova,MDA,1999,Not routinely administered
Moldova,MDA,2000,Not routinely administered
Moldova,MDA,2001,Not routinely administered
Moldova,MDA,2002,Not routinely administered
Moldova,MDA,2003,Not routinely administered
Moldova,MDA,2004,Not routinely administered
Moldova,MDA,2005,Not routinely administered
Moldova,MDA,2006,Not routinely administered
Moldova,MDA,2007,Not routinely administered
Moldova,MDA,2008,Not routinely administered
Moldova,MDA,2009,Not routinely administered
Moldova,MDA,2010,Not routinely administered
Moldova,MDA,2011,Not routinely administered
Moldova,MDA,2012,Not routinely administered
Moldova,MDA,2013,Not routinely administered
Moldova,MDA,2014,Not routinely administered
Moldova,MDA,2015,Not routinely administered
Moldova,MDA,2016,Not routinely administered
Moldova,MDA,2017,Not routinely administered
Moldova,MDA,2018,Entire country
Moldova,MDA,2019,Entire country
Moldova,MDA,2020,Entire country
Moldova,MDA,2021,Entire country
Moldova,MDA,2022,Entire country
Moldova,MDA,2023,Entire country
Moldova,MDA,2024,Entire country
Monaco,MCO,1955,Not routinely administered
Monaco,MCO,1956,Not routinely administered
Monaco,MCO,1957,Not routinely administered
Monaco,MCO,1958,Not routinely administered
Monaco,MCO,1959,Not routinely administered
Monaco,MCO,1960,Not routinely administered
Monaco,MCO,1961,Not routinely administered
Monaco,MCO,1962,Not routinely administered
Monaco,MCO,1963,Not routinely administered
Monaco,MCO,1964,Entire country
Monaco,MCO,1965,Entire country
Monaco,MCO,1966,Entire country
Monaco,MCO,1967,Entire country
Monaco,MCO,1968,Entire country
Monaco,MCO,1969,Entire country
Monaco,MCO,1970,Entire country
Monaco,MCO,1971,Entire country
Monaco,MCO,1972,Entire country
Monaco,MCO,1973,Entire country
Monaco,MCO,1974,Entire country
Monaco,MCO,1975,Entire country
Monaco,MCO,1976,Entire country
Monaco,MCO,1977,Entire country
Monaco,MCO,1978,Entire country
Monaco,MCO,1979,Entire country
Monaco,MCO,1980,Entire country
Monaco,MCO,1981,Entire country
Monaco,MCO,1982,Entire country
Monaco,MCO,1983,Entire country
Monaco,MCO,1984,Entire country
Monaco,MCO,1985,Entire country
Monaco,MCO,1986,Entire country
Monaco,MCO,1987,Entire country
Monaco,MCO,1988,Entire country
Monaco,MCO,1989,Entire country
Monaco,MCO,1990,Entire country
Monaco,MCO,1991,Entire country
Monaco,MCO,1992,Entire country
Monaco,MCO,1993,Entire country
Monaco,MCO,1994,Entire country
Monaco,MCO,1995,Entire country
Monaco,MCO,1996,Entire country
Monaco,MCO,1997,Entire country
Monaco,MCO,1998,Entire country
Monaco,MCO,1999,Entire country
Monaco,MCO,2000,Entire country
Monaco,MCO,2001,Entire country
Monaco,MCO,2002,Entire country
Monaco,MCO,2003,Entire country
Monaco,MCO,2004,Entire country
Monaco,MCO,2005,Entire country
Monaco,MCO,2006,Entire country
Monaco,MCO,2007,Entire country
Monaco,MCO,2008,Entire country
Monaco,MCO,2009,Entire country
Monaco,MCO,2010,Entire country
