code,team,team_gender,country,country_full,country_code,discipline,disciplines_code,events,athletes,coaches,athletes_codes,num_athletes,coaches_codes,num_coaches
ATHW4X400M--GBR01,Great Britain,W,Great Britain,Great Britain,GBR,Athletics,ATH,Women's 4 x 400m Relay,"['ANNING Amber', 'JOHN Yemi Mary', 'NIELSEN Laviai', 'OHURUOGU Victoria', 'YEARGIN Nicole']",,"['1924383', '1924437', '1924464', '1924470', '1924509']",5.0,,
ATHW4X400M--GER01,Germany,W,Germany,Germany,GER,Athletics,ATH,Women's 4 x 400m Relay,"['BULMAHN Luna', 'KWAYIE Lisa Marie', 'SCHIER Skadi', 'SCHMIDT Alica']",,"['1920295', '1920158', '1920269', '1920296']",4.0,,
ATHW4X400M--IND01,India,W,India,India,IND,Athletics,ATH,Women's 4 x 400m Relay,"['DANDI Jyothika Sri', 'KIRAN Pahal', 'MACHETTIRA Poovamma Raju', 'RAMRAJ Vithya', 'VENKATESAN Subha']",,"['1544423', '1544479', '4667034', '1564579', '1544421']",5.0,,
ATHW4X400M--IRL01,Ireland,W,Ireland,Ireland,IRL,Athletics,ATH,Women's 4 x 400m Relay,"['ADELEKE Rhasidat', 'BECKER Sophie', 'CADDEN Lauren', 'HEALY Phil', 'MAWDSLEY Sharlene']",,"['1543327', '1956267', '3568176', '1957887', '1981295']",5.0,,
ATHW4X400M--ITA01,Italy,W,Italy,Italy,ITA,Athletics,ATH,Women's 4 x 400m Relay,"['ACCAME Ilaria Elvira', 'BONORA Alessandra', 'BORGA Rebecca', 'KABO Fatoumata', 'MANGIONE Alice']",,"['1552154', '1552159', '1552160', '4968750', '1552170']",5.0,,
ATHW4X400M--JAM01,Jamaica,W,Jamaica,Jamaica,JAM,Athletics,ATH,Women's 4 x 400m Relay,"['BROMFIELD Junelle', 'McPHERSON Stephenie Ann', 'PRYCE Nickisha', 'WILLIAMS Stacey Ann', 'YOUNG Charokee']",,"['1890259', '1548337', '1890745', '1553753', '1935607']",5.0,,
ATHW4X400M--NED01,Netherlands,W,Netherlands,Netherlands,NED,Athletics,ATH,Women's 4 x 400m Relay,"['de WITTE Lisanne', 'KLAVER Lieke', 'SAALBERG Eveline', 'van de WIEL Anne', 'van der SCHOOT Myrte']",,"['1972288', '1972115', '1972248', '4980004', '1972251']",5.0,,
ATHW4X400M--NOR01,Norway,W,Norway,Norway,NOR,Athletics,ATH,Women's 4 x 400m Relay,"['ERIKSEN Josefine Tomine', 'ERTZGAARD Astri', 'IUEL Amalie', 'JAEGER Henriette', 'KLOSTER Line']",,"['3522950', '3522948', '1878347', '1878348', '1878358']",5.0,,
ATHW4X400M--POL01,Poland,W,Poland,Poland,POL,Athletics,ATH,Women's 4 x 400m Relay,"['KACZMAREK Natalia', 'KUS Anastazja', 'POPOWICZ-DRAPALA Marika', 'SWIETY-ERSETIC Justyna', 'WRONA-KUTRZEPA Alicja']",,"['1573098', '1573127', '1572997', '1573012', '1573025']",5.0,,
ATHW4X400M--SUI01,Switzerland,W,Switzerland,Switzerland,SUI,Athletics,ATH,Women's 4 x 400m Relay,"['FAHR Annina', 'GUBELMANN Catia', 'HUESLER Salome', 'WERNLI Lena']",,"['1976512', '1976551', '1976571', '1977910']",4.0,,
ATHW4X400M--USA01,United States of America,W,United States,United States of America,USA,Athletics,ATH,Women's 4 x 400m Relay,"['BROWN Kaylyn', 'BUTLER Aaliyah', 'ELLIS Kendall', 'HAYES Quanera', 'HOLMES Alexis']",,"['1960650', '4979555', '1960984', '1961016', '1960909']",5.0,,
ATHX42KWALKTAUS01,COWLEY R / MONTAG J,X,Australia,Australia,AUS,Athletics,ATH,Marathon Race Walk Relay Mixed,"['COWLEY Rhydian', 'MONTAG Jemima']",,"['1939848', '1939791']",2.0,,
ATHX42KWALKTAUS02,TINGAY D / HENDERSON R,X,Australia,Australia,AUS,Athletics,ATH,Marathon Race Walk Relay Mixed,"['TINGAY Declan', 'HENDERSON Rebecca']",,"['1939758', '1939846']",2.0,,
ATHX42KWALKTBRA01,BONFIM C / LYRA V,X,Brazil,Brazil,BRA,Athletics,ATH,Marathon Race Walk Relay Mixed,"['BONFIM Caio', 'LYRA Viviane']",,"['1951928', '1952175']",2.0,,
ATHX42KWALKTCAN01,DUNFEE Evan / LUNDMAN Olivia,X,Canada,Canada,CAN,Athletics,ATH,Marathon Race Walk Relay Mixed,"['DUNFEE Evan', 'LUNDMAN Olivia']",,"['1974102', '1974186']",2.0,,
ATHX42KWALKTCHN01,ZHANG Jun / LIU Hong,X,China,People's Republic of China,CHN,Athletics,ATH,Marathon Race Walk Relay Mixed,"['ZHANG Jun', 'LIU Hong']",,"['1918996', '1919006']",2.0,,
ATHX42KWALKTCHN02,HE X / QIEYANG S,X,China,People's Republic of China,CHN,Athletics,ATH,Marathon Race Walk Relay Mixed,"['HE Xianghong', 'QIEYANG Shijie']",,"['1918995', '1919008']",2.0,,
ATHX42KWALKTCOL01,ROMERO Mateo / ARENAS Lorena,X,Colombia,Colombia,COL,Athletics,ATH,Marathon Race Walk Relay Mixed,"['ROMERO Mateo', 'ARENAS Lorena']",,"['1965718', '1532951']",2.0,,
ATHX42KWALKTCOL02,HERRERA Cesar / MOJICA CHALARCA Laura Cristina,X,Colombia,Colombia,COL,Athletics,ATH,Marathon Race Walk Relay Mixed,"['HERRERA Cesar', 'MOJICA CHALARCA Laura Cristina']",,"['1543481', '1917388']",2.0,,
ATHX42KWALKTCZE01,HLAVAC Vit / MARTINKOVA Eliska,X,Czechia,Czechia,CZE,Athletics,ATH,Marathon Race Walk Relay Mixed,"['HLAVAC Vit', 'MARTINKOVA Eliska']",,"['1892108', '1892131']",2.0,,
ATHX42KWALKTECU01,PINTADO BD / MOREJON G,X,Ecuador,Ecuador,ECU,Athletics,ATH,Marathon Race Walk Relay Mixed,"['PINTADO Brian Daniel', 'MOREJON Glenda']",,"['1929767', '1930407']",2.0,,
ATHX42KWALKTESP01,LOPEZ Miguel Angel / GONZALEZ Raquel,X,Spain,Spain,ESP,Athletics,ATH,Marathon Race Walk Relay Mixed,"['LOPEZ Miguel Angel', 'GONZALEZ Raquel']",,"['1904159', '1904134']",2.0,,
ATHX42KWALKTESP02,AMEZCUA Alberto / CHAMOSA Antia,X,Spain,Spain,ESP,Athletics,ATH,Marathon Race Walk Relay Mixed,"['AMEZCUA Alberto', 'CHAMOSA Antia']",,"['1904050', '1904086']",2.0,,
ATHX42KWALKTFRA01,BORDIER Gabriel / MOUTARD Camille,X,France,France,FRA,Athletics,ATH,Marathon Race Walk Relay Mixed,"['BORDIER Gabriel', 'MOUTARD Camille']",,"['1910647', '1911865']",2.0,,
ATHX42KWALKTGER01,LINKE C / FEIGE S,X,Germany,Germany,GER,Athletics,ATH,Marathon Race Walk Relay Mixed,"['LINKE Christopher', 'FEIGE Saskia']",,"['1920161', '1920111']",2.0,,
ATHX42KWALKTHUN01,VENYERCSAN B / OLAH B,X,Hungary,Hungary,HUN,Athletics,ATH,Marathon Race Walk Relay Mixed,"['VENYERCSAN Bence', 'OLAH Barbara']",,"['1928799', '1920740']",2.0,,
ATHX42KWALKTIND01,PANWAR Suraj / PRIYANKA,X,India,India,IND,Athletics,ATH,Marathon Race Walk Relay Mixed,"['PANWAR Suraj', 'PRIYANKA']",,"['1544360', '1556208']",2.0,,
ATHX42KWALKTITA01,STANO M / PALMISANO A,X,Italy,Italy,ITA,Athletics,ATH,Marathon Race Walk Relay Mixed,"['STANO Massimo', 'PALMISANO Antonella']",,"['1568473', '1568472']",2.0,,
ATHX42KWALKTJPN01,KAWANO Masatora / OKADA Kumiko,X,Japan,Japan,JPN,Athletics,ATH,Marathon Race Walk Relay Mixed,"['KAWANO Masatora', 'OKADA Kumiko']",,"['1919901', '1921538']",2.0,,
ATHX42KWALKTJPN02,TAKAHASHI Kazuki / YANAI Ayane,X,Japan,Japan,JPN,Athletics,ATH,Marathon Race Walk Relay Mixed,"['TAKAHASHI Kazuki', 'YANAI Ayane']",,"['1921764', '1921879']",2.0,,
ATHX42KWALKTMEX01,ORTIZ R / GONZALEZ A,X,Mexico,Mexico,MEX,Athletics,ATH,Marathon Race Walk Relay Mixed,"['ORTIZ Ricardo', 'GONZALEZ Alegna']",,"['1536600', '1535191']",2.0,,
ATHX42KWALKTPER01,RODRIGUEZ/GARCIA LEON,X,Peru,Peru,PER,Athletics,ATH,Marathon Race Walk Relay Mixed,"['RODRIGUEZ Cesar Augusto', 'GARCIA LEON Kimberly']",,"['1935518', '1935503']",2.0,,
ATHX42KWALKTPOL01,BEN HLIMA M / CHOJECKA O,X,Poland,Poland,POL,Athletics,ATH,Marathon Race Walk Relay Mixed,"['BEN HLIMA Maher', 'CHOJECKA Olga']",,"['1573053', '1573063']",2.0,,
ATHX42KWALKTSVK01,MORVAY M / BURZALOVA H,X,Slovakia,Slovakia,SVK,Athletics,ATH,Marathon Race Walk Relay Mixed,"['MORVAY Michal', 'BURZALOVA Hana']",,"['1568842', '1568805']",2.0,,
ATHX42KWALKTTUR01,DEMIR Mazlum / TEKDAL Ayse,X,Türkiye,Türkiye,TUR,Athletics,ATH,Marathon Race Walk Relay Mixed,"['DEMIR Mazlum', 'TEKDAL Ayse']",,"['1566233', '1566068']",2.0,,
ATHX42KWALKTUKR01,BANZERUK I / SHEVCHUK H,X,Ukraine,Ukraine,UKR,Athletics,ATH,Marathon Race Walk Relay Mixed,"['BANZERUK Ivan', 'SHEVCHUK Hanna']",,"['1571574', '1571561']",2.0,,
ATHX4X400M--BAH01,Bahamas,X,Bahamas,Bahamas,BAH,Athletics,ATH,4 x 400m Relay Mixed,"['MILLER Wendell', 'RUSSELL Alonzo', 'PENN Quincy', 'VALCOURT Javonya']",,"['1908173', '1907961', '4977511', '1981426']",4.0,,
ATHX4X400M--BEL01,Belgium,X,Belgium,Belgium,BEL,Athletics,ATH,4 x 400m Relay Mixed,"['BORLEE Kevin', 'VANDERBEMDEN Robin', 'BOLINGO Cynthia', 'PONETTE Helena']",,"['1947771', '1915352', '1915348', '1895589']",4.0,,
ATHX4X400M--DOM01,Dominican Republic,X,Dominican Republic,Dominican Republic,DOM,Athletics,ATH,4 x 400m Relay Mixed,"['KING Robert', 'SANCHEZ Erick', 'DURAN Milagros', 'MEDINA VENTURA Anabel']",,"['1899751', '4971180', '2488129', '1949932']",4.0,,
ATHX4X400M--FRA01,France,X,France,France,FRA,Athletics,ATH,4 x 400m Relay Mixed,"['ANDANT Teo', 'SOMBE David', 'BROSSIER Amandine', 'SYLLA Sounkamba']",,"['1910618', '1911945', '1910657', '1911949']",4.0,,
ATHX4X400M--GBR01,Great Britain,X,Great Britain,Great Britain,GBR,Athletics,ATH,4 x 400m Relay Mixed,"['DAVEY Lewis', 'JEFFERIES Ben', 'KELLY Hannah', 'WILLIAMS Jodie']",,"['1924406', '1956844', '1956846', '1924506']",4.0,,
ATHX4X400M--GER01,Germany,X,Germany,Germany,GER,Athletics,ATH,4 x 400m Relay Mixed,"['SANDERS Manuel', 'WOLF Yannick', 'DEMES Eileen', 'MAYER Mona']",,"['1920206', '1920244', '1920102', '1920170']",4.0,,
ATHX4X400M--IRL01,Ireland,X,Ireland,Ireland,IRL,Athletics,ATH,4 x 400m Relay Mixed,"['BARR Thomas', ""O'DONNELL Christopher"", 'McCANN Rachel', 'McGRORY Kelly']",,"['1544445', '1544448', '3568177', '1546052']",4.0,,
ATHX4X400M--ITA01,Italy,X,Italy,Italy,ITA,Athletics,ATH,4 x 400m Relay Mixed,"['ACETI Vladimir', 'SCOTTI Edoardo', 'POLINARI Anna', 'TREVISAN Giancarla']",,"['1552155', '1552294', '1552175', '1552299']",4.0,,
ATHX4X400M--JAM01,Jamaica,X,Jamaica,Jamaica,JAM,Athletics,ATH,4 x 400m Relay Mixed,"['BARNES Zandrion', 'HAYLES Reheem', 'KNIGHT Andrenette', 'WILLIAMS Ashley']",,"['1562999', '1959452', '1890624', '1553914']",4.0,,
ATHX4X400M--KEN01,Kenya,X,Kenya,Kenya,KEN,Athletics,ATH,4 x 400m Relay Mixed,"['KAPIRANTE David Sanayek', 'MWERESA Boniface Ontuga', 'CHEBET Mercy', 'MUTUA Veronica Kamumbe']",,"['1878753', '1910403', '1910399', '1910417']",4.0,,
ATHX4X400M--NED01,Netherlands,X,Netherlands,Netherlands,NED,Athletics,ATH,4 x 400m Relay Mixed,"['BOERS Isayah', 'KLEIN IKKINK Isaya', 'BOL Femke', 'KLAVER Lieke']",,"['1972077', '1972116', '1972078', '1972115']",4.0,,
ATHX4X400M--NGR01,Nigeria,X,Nigeria,Nigeria,NGR,Athletics,ATH,4 x 400m Relay Mixed,"['ADEYEMI Sikiru Adewale', 'NWACHUKWU Dubem', 'GEORGE Patience Okon', 'OGUNMAKINJU Omolara']",,"['1933415', '1929215', '1932972', '1926392']",4.0,,
ATHX4X400M--POL01,Poland,X,Poland,Poland,POL,Athletics,ATH,4 x 400m Relay Mixed,"['BOGACZYNSKI Igor', 'SZWED Maksymilian', 'BAUMGART-WITAN Iga', 'FORMELLA Aleksandra']",,"['1573055', '1573014', '1573051', '1573084']",4.0,,
ATHX4X400M--SUI01,Switzerland,X,Switzerland,Switzerland,SUI,Athletics,ATH,4 x 400m Relay Mixed,"['DEVANTAY Charles', 'PETRUCCIANI Ricky', 'NIEDERBERGER Julia', 'SENN Giulia']",,"['1976491', '1977778', '1977773', '1977861']",4.0,,
ATHX4X400M--UKR01,Ukraine,X,Ukraine,Ukraine,UKR,Athletics,ATH,4 x 400m Relay Mixed,"['BUTRYM Vitalii', 'DANYLENKO Danylo', 'MELNYK Tetyana', 'SHOSTAK Maryana']",,"['3564160', '1571586', '1571529', '1571548']",4.0,,
ATHX4X400M--USA01,United States of America,X,United States,United States of America,USA,Athletics,ATH,4 x 400m Relay Mixed,"['DEADMON Bryce', 'WILSON Quincy', 'LITTLE Shamier', 'WHITTAKER Isabella']",,"['1960590', '4979564', '1960179', '4979557']",4.0,,
BDMMDOUBLES-CAN01,DONG Adam / YAKURA Nyl,M,Canada,Canada,CAN,Badminton,BDM,Men's Doubles,"['DONG Adam', 'YAKURA Nyl']",,"['1958811', '1958804']",2.0,,
BDMMDOUBLES-CHN01,LIU Yu Chen / OU Xuan Yi,M,China,People's Republic of China,CHN,Badminton,BDM,Men's Doubles,"['LIU Yu Chen', 'OU Xuan Yi']",,"['1913425', '1913426']",2.0,,
BDMMDOUBLES-CHN02,LIANG Wei Keng / WANG Chang,M,China,People's Republic of China,CHN,Badminton,BDM,Men's Doubles,"['LIANG Wei Keng', 'WANG Chang']",,"['1913424', '1913429']",2.0,,
BDMMDOUBLES-CZE01,KRAL Ondrej / MENDREK Adam,M,Czechia,Czechia,CZE,Badminton,BDM,Men's Doubles,"['KRAL Ondrej', 'MENDREK Adam']",,"['1942364', '1942362']",2.0,,
BDMMDOUBLES-DEN01,ASTRUP Kim / RASMUSSEN Anders Skaarup,M,Denmark,Denmark,DEN,Badminton,BDM,Men's Doubles,"['ASTRUP Kim', 'RASMUSSEN Anders Skaarup']",,"['1888998', '1888999']",2.0,,
BDMMDOUBLES-FRA01,POPOV Christo / POPOV Toma Junior,M,France,France,FRA,Badminton,BDM,Men's Doubles,"['POPOV Christo', 'POPOV Toma Junior']",,"['1935086', '1935085']",2.0,,
BDMMDOUBLES-FRA02,CORVEE Lucas / LABAR Ronan,M,France,France,FRA,Badminton,BDM,Men's Doubles,"['CORVEE Lucas', 'LABAR Ronan']",,"['1935083', '1935084']",2.0,,
BDMMDOUBLES-GBR01,LANE Ben / VENDY Sean,M,Great Britain,Great Britain,GBR,Badminton,BDM,Men's Doubles,"['LANE Ben', 'VENDY Sean']",,"['1895939', '1895945']",2.0,,
BDMMDOUBLES-GER01,LAMSFUSS Mark / SEIDEL Marvin,M,Germany,Germany,GER,Badminton,BDM,Men's Doubles,"['LAMSFUSS Mark', 'SEIDEL Marvin']",,"['1556646', '1556649']",2.0,,
BDMMDOUBLES-INA01,ALFIAN Fajar / ARDIANTO Muhammad Rian,M,Indonesia,Indonesia,INA,Badminton,BDM,Men's Doubles,"['ALFIAN Fajar', 'ARDIANTO Muhammad Rian']",,"['1926309', '1926326']",2.0,,
BDMMDOUBLES-IND01,RANKIREDDY Satwiksairaj / SHETTY Chirag,M,India,India,IND,Badminton,BDM,Men's Doubles,"['RANKIREDDY Satwiksairaj', 'SHETTY Chirag']",,"['1539123', '1539125']",2.0,,
BDMMDOUBLES-JPN01,HOKI Takuro / KOBAYASHI Yugo,M,Japan,Japan,JPN,Badminton,BDM,Men's Doubles,"['HOKI Takuro', 'KOBAYASHI Yugo']",,"['1541623', '1541624']",2.0,,
BDMMDOUBLES-KOR01,KANG Min Hyuk / SEO Seung Jae,M,Korea,Republic of Korea,KOR,Badminton,BDM,Men's Doubles,"['KANG Min Hyuk', 'SEO Seung Jae']",,"['1891503', '1891511']",2.0,,
BDMMDOUBLES-MAS01,CHIA Aaron / SOH Wooi Yik,M,Malaysia,Malaysia,MAS,Badminton,BDM,Men's Doubles,"['CHIA Aaron', 'SOH Wooi Yik']",,"['1566564', '1569961']",2.0,,
BDMMDOUBLES-THA01,JOMKOH Supak / KEDREN Kittinupong,M,Thailand,Thailand,THA,Badminton,BDM,Men's Doubles,"['JOMKOH Supak', 'KEDREN Kittinupong']",,"['1926300', '1926303']",2.0,,
BDMMDOUBLES-TPE01,LEE Yang / WANG Chi-Lin,M,Chinese Taipei,Chinese Taipei,TPE,Badminton,BDM,Men's Doubles,"['LEE Yang', 'WANG Chi-Lin']",,"['1570107', '1570105']",2.0,,
BDMMDOUBLES-USA01,CHIU Vinson / YUAN Joshua,M,United States,United States of America,USA,Badminton,BDM,Men's Doubles,"['CHIU Vinson', 'YUAN Joshua']",,"['1955623', '1955630']",2.0,,
BDMWDOUBLES-AUS01,MAPASA Setyana / YU Angela,W,Australia,Australia,AUS,Badminton,BDM,Women's Doubles,"['MAPASA Setyana', 'YU Angela']",,"['1939667', '1939664']",2.0,,
BDMWDOUBLES-BUL01,STOEVA Gabriela / STOEVA Stefani,W,Bulgaria,Bulgaria,BUL,Badminton,BDM,Women's Doubles,"['STOEVA Gabriela', 'STOEVA Stefani']",,"['1551324', '1551316']",2.0,,
BDMWDOUBLES-CHN01,LIU Sheng Shu / TAN Ning,W,China,People's Republic of China,CHN,Badminton,BDM,Women's Doubles,"['LIU Sheng Shu', 'TAN Ning']",,"['1913441', '1913442']",2.0,,
BDMWDOUBLES-CHN02,CHEN Qing Chen / JIA Yi Fan,W,China,People's Republic of China,CHN,Badminton,BDM,Women's Doubles,"['CHEN Qing Chen', 'JIA Yi Fan']",,"['1913438', '1913439']",2.0,,
BDMWDOUBLES-DEN01,FRUERGAARD Maiken / THYGESEN Sara,W,Denmark,Denmark,DEN,Badminton,BDM,Women's Doubles,"['FRUERGAARD Maiken', 'THYGESEN Sara']",,"['1889000', '1889001']",2.0,,
BDMWDOUBLES-FRA01,LAMBERT Margot / TRAN Anne,W,France,France,FRA,Badminton,BDM,Women's Doubles,"['LAMBERT Margot', 'TRAN Anne']",,"['1935078', '1935079']",2.0,,
BDMWDOUBLES-HKG01,YEUNG Nga Ting / YEUNG Pui Lam,W,"Hong Kong, China","Hong Kong, China",HKG,Badminton,BDM,Women's Doubles,"['YEUNG Nga Ting', 'YEUNG Pui Lam']",,"['1925171', '1925172']",2.0,,
BDMWDOUBLES-INA01,RAHAYU Apriyani / RAMADHANTI Siti Fadia Silva,W,Indonesia,Indonesia,INA,Badminton,BDM,Women's Doubles,"['RAHAYU Apriyani', 'RAMADHANTI Siti Fadia Silva']",,"['1926295', '1926341']",2.0,,
BDMWDOUBLES-IND01,CRASTO Tanisha / PONNAPPA Ashwini,W,India,India,IND,Badminton,BDM,Women's Doubles,"['CRASTO Tanisha', 'PONNAPPA Ashwini']",,"['1539183', '1539188']",2.0,,
BDMWDOUBLES-JPN01,MATSUYAMA Nami / SHIDA Chiharu,W,Japan,Japan,JPN,Badminton,BDM,Women's Doubles,"['MATSUYAMA Nami', 'SHIDA Chiharu']",,"['1541630', '1541629']",2.0,,
BDMWDOUBLES-JPN02,MATSUMOTO Mayu / NAGAHARA Wakana,W,Japan,Japan,JPN,Badminton,BDM,Women's Doubles,"['MATSUMOTO Mayu', 'NAGAHARA Wakana']",,"['1541618', '1541617']",2.0,,
BDMWDOUBLES-KOR01,BAEK Ha Na / LEE So Hee,W,Korea,Republic of Korea,KOR,Badminton,BDM,Women's Doubles,"['BAEK Ha Na', 'LEE So Hee']",,"['1891499', '1891510']",2.0,,
BDMWDOUBLES-KOR02,KIM So Yeong / KONG Hee Yong,W,Korea,Republic of Korea,KOR,Badminton,BDM,Women's Doubles,"['KIM So Yeong', 'KONG Hee Yong']",,"['1891506', '1891508']",2.0,,
BDMWDOUBLES-MAS01,TAN Pearly / THINAAH Muralitharan,W,Malaysia,Malaysia,MAS,Badminton,BDM,Women's Doubles,"['TAN Pearly', 'THINAAH Muralitharan']",,"['1569941', '1887767']",2.0,,
BDMWDOUBLES-THA01,KITITHARAKUL Jongkolphan / PRAJONGJAI Rawinda,W,Thailand,Thailand,THA,Badminton,BDM,Women's Doubles,"['KITITHARAKUL Jongkolphan', 'PRAJONGJAI Rawinda']",,"['1926336', '1926339']",2.0,,
BDMWDOUBLES-USA01,XU Annie / XU Kerry,W,United States,United States of America,USA,Badminton,BDM,Women's Doubles,"['XU Annie', 'XU Kerry']",,"['1955629', '1955582']",2.0,,
BDMXDOUBLES-ALG01,MAMMERI Koceila / MAMMERI Tanina Violette,X,Algeria,Algeria,ALG,Badminton,BDM,Mixed Doubles,"['MAMMERI Koceila', 'MAMMERI Tanina Violette']",,"['1969815', '1969800']",2.0,,
BDMXDOUBLES-CHN01,FENG Yan Zhe / HUANG Dong Ping,X,China,People's Republic of China,CHN,Badminton,BDM,Mixed Doubles,"['FENG Yan Zhe', 'HUANG Dong Ping']",,"['1913416', '1913431']",2.0,,
BDMXDOUBLES-CHN02,ZHENG Si Wei / HUANG Ya Qiong,X,China,People's Republic of China,CHN,Badminton,BDM,Mixed Doubles,"['ZHENG Si Wei', 'HUANG Ya Qiong']",,"['1913418', '1913432']",2.0,,
BDMXDOUBLES-DEN01,CHRISTIANSEN Mathias / BOEJE Alexandra,X,Denmark,Denmark,DEN,Badminton,BDM,Mixed Doubles,"['CHRISTIANSEN Mathias', 'BOEJE Alexandra']",,"['1889002', '1889003']",2.0,,
BDMXDOUBLES-FRA01,GICQUEL Thom / DELRUE Delphine,X,France,France,FRA,Badminton,BDM,Mixed Doubles,"['GICQUEL Thom', 'DELRUE Delphine']",,"['1935087', '1935080']",2.0,,
BDMXDOUBLES-HKG01,TANG Chun Man / TSE Ying Suet,X,"Hong Kong, China","Hong Kong, China",HKG,Badminton,BDM,Mixed Doubles,"['TANG Chun Man', 'TSE Ying Suet']",,"['1925167', '1925170']",2.0,,
BDMXDOUBLES-INA01,RIVALDY Rinov / MENTARI Pitha Haningtyas,X,Indonesia,Indonesia,INA,Badminton,BDM,Mixed Doubles,"['RIVALDY Rinov', 'MENTARI Pitha Haningtyas']",,"['1926334', '1926331']",2.0,,
BDMXDOUBLES-JPN01,WATANABE Yuta / HIGASHINO Arisa,X,Japan,Japan,JPN,Badminton,BDM,Mixed Doubles,"['WATANABE Yuta', 'HIGASHINO Arisa']",,"['1541614', '1541619']",2.0,,
BDMXDOUBLES-KOR01,SEO Seung Jae / CHAE Yu Jung,X,Korea,Republic of Korea,KOR,Badminton,BDM,Mixed Doubles,"['SEO Seung Jae', 'CHAE Yu Jung']",,"['1891511', '1891500']",2.0,,
BDMXDOUBLES-KOR02,KIM Won Ho / JEONG Na Eun,X,Korea,Republic of Korea,KOR,Badminton,BDM,Mixed Doubles,"['KIM Won Ho', 'JEONG Na Eun']",,"['1891507', '1891502']",2.0,,
BDMXDOUBLES-MAS01,CHEN Tang Jie / TOH Ee Wei,X,Malaysia,Malaysia,MAS,Badminton,BDM,Mixed Doubles,"['CHEN Tang Jie', 'TOH Ee Wei']",,"['1566608', '1887771']",2.0,,
BDMXDOUBLES-NED01,TABELING Robin / PIEK Selena,X,Netherlands,Netherlands,NED,Badminton,BDM,Mixed Doubles,"['TABELING Robin', 'PIEK Selena']",,"['1933369', '1933366']",2.0,,
BDMXDOUBLES-SGP01,HEE Yong Kai Terry / TAN Wei Han Jessica,X,Singapore,Singapore,SGP,Badminton,BDM,Mixed Doubles,"['HEE Yong Kai Terry', 'TAN Wei Han Jessica']",,"['1536649', '1536650']",2.0,,
BDMXDOUBLES-THA01,PUAVARANUKROH Dechapol / TAERATTANACHAI Sapsiree,X,Thailand,Thailand,THA,Badminton,BDM,Mixed Doubles,"['PUAVARANUKROH Dechapol', 'TAERATTANACHAI Sapsiree']",,"['1926307', '1926342']",2.0,,
BDMXDOUBLES-TPE01,YE Hong Wei / LEE Chia Hsin,X,Chinese Taipei,Chinese Taipei,TPE,Badminton,BDM,Mixed Doubles,"['YE Hong Wei', 'LEE Chia Hsin']",,"['1570155', '1572094']",2.0,,
BDMXDOUBLES-USA01,CHIU Vinson / GAI Jennie,X,United States,United States of America,USA,Badminton,BDM,Mixed Doubles,"['CHIU Vinson', 'GAI Jennie']",,"['1955623', '1955625']",2.0,,
BK3MTEAM3---CHN01,People's Republic of China,M,China,People's Republic of China,CHN,3x3 Basketball,BK3,Men,"['LU Wenbo', 'ZHANG Ning', 'ZHAO Jiaren', 'ZHU Yuanbo']",,"['1901713', '1901709', '1901716', '1901710']",4.0,,
BK3MTEAM3---FRA01,France,M,France,France,FRA,3x3 Basketball,BK3,Men,"['VERGIAT Timothe', 'SEGUELA Franck', 'DUSSOULIER Lucas', 'RAMBAUT Jules']",,"['1568595', '1568603', '1568606', '1568608']",4.0,,
BK3MTEAM3---LAT01,Latvia,M,Latvia,Latvia,LAT,3x3 Basketball,BK3,Men,"['MIEZIS Nauris', 'LASMANIS Karlis', 'LACIS Francis', 'RAIMO Zigmars']",,"['1942536', '1942535', '1942534', '1942539']",4.0,,
BK3MTEAM3---LTU01,Lithuania,M,Lithuania,Lithuania,LTU,3x3 Basketball,BK3,Men,"['DZIAUGYS Evaldas', 'MATULIS Gintautas', 'PUKELIS Aurelijus', 'VINGELIS Sarunas']",,"['1943480', '1943486', '1943471', '1943515']",4.0,,
BK3MTEAM3---NED01,Netherlands,M,Netherlands,Netherlands,NED,3x3 Basketball,BK3,Men,"['SLAGTER Arvin', 'de JONG Worthy', 'van der HORST Dimeo', 'DRIESSEN Jan']",,"['1970800', '1970792', '1970796', '1970797']",4.0,,
BK3MTEAM3---POL01,Poland,M,Poland,Poland,POL,3x3 Basketball,BK3,Men,"['BOGUCKI Adrian', 'MATCZAK Filip', 'SOKOLOWSKI Michal', 'ZAMOJSKI Przemyslaw']",,"['1894235', '1894333', '1894356', '1894146']",4.0,,
BK3MTEAM3---SRB01,Serbia,M,Serbia,Serbia,SRB,3x3 Basketball,BK3,Men,"['MAJSTOROVIC Dejan', 'STOJACIC Strahinja', 'BRANKOVIC Marko', 'VASIC Mihailo']",,"['1947658', '1947659', '1947656', '1947661']",4.0,,
BK3MTEAM3---USA01,United States of America,M,United States,United States of America,USA,3x3 Basketball,BK3,Men,"['MADDOX Kareem', 'FREDETTE Jimmer', 'TRAVIS Dylan', 'BARRY Canyon']",,"['1954779', '1954772', '1954784', '1954765']",4.0,,
BK3WTEAM3---AUS01,Australia,W,Australia,Australia,AUS,3x3 Basketball,BK3,Women,"['WILSON Alex', 'MALEY Anneli', 'MANSFIELD Lauren', 'WHITTLE Marena']",,"['1939944', '1939947', '1939961', '1939963']",4.0,,
